taxa,PC1,PC2,PC3,PC4,PC5,PC6,PC7
CDBN_001_1543,-40.7817938031661,-204.576603131045,-95.0892705958197,-8.87905594179884,93.3631119200873,-79.4503531116753,44.5403813121907
CDBN_002_2242,548.129458798701,20.9712734758506,-3.82953414221183,3.07060749047015,-30.3222097600716,-2.66370309299193,29.191888447636
CDBN_003_5229,-185.652265576499,139.281922000396,-212.825207511571,65.1480190025179,-8.04833344180926,-72.8540698006426,0.0206704382205796
CDBN_004_5501,-106.0542861825,117.537035880217,-152.220158820979,18.9136389164087,88.8357632816316,-23.9122511279119,-75.2266867762019
CDBN_005_54028,-233.92563288505,242.142291885263,132.742952282135,121.140416362097,0.930276374443186,26.6286471320855,-104.467164452944
CDBN_006_55012,-238.361640723531,-66.2274515734981,-69.1435882454082,158.631769880341,-108.263362537359,84.8105251064881,-113.192880746705
CDBN_007_88728,522.648274922752,1.33762859714211,89.2487797843361,18.5591371421634,84.3498734079977,-9.6718226453459,-59.6138955254569
CDBN_008_87_1116,-225.196957986295,232.253937465996,-68.0247152272829,100.030729452159,45.3906332172175,-37.6381415102281,-103.637436138504
CDBN_009_88_409,-99.1698647089859,-94.411231544868,-94.899309982707,42.6639465803847,45.0080050661007,12.2794566144857,-57.8384949403333
CDBN_010_93_207G,-132.134475862194,-4.21472811020903,-64.539129639085,98.8894592660324,26.6653410780861,228.074099598292,7.33682137402987
CDBN_011_93_208G,-150.345410444378,-18.5952363239664,-196.130919294006,99.0121525087221,85.9669803337914,204.265669135978,58.6519389403435
CDBN_012_93_219P,-61.1393655283614,1.88934654007112,-154.973217269072,56.3251055779084,90.9844482905253,133.499510467521,52.3553678767169
CDBN_013_94_1009P,-68.2526884928681,189.918462441544,-29.7371887319291,54.3266752493777,84.9068197001413,45.9759898561329,-26.6669761544119
CDBN_014_97_409P,-213.461191814886,284.61533088511,-140.373245800384,78.8108825266181,121.683319178961,52.6586982650012,51.4538268559776
CDBN_015_98_163G,-120.243790458837,-22.203208098779,-175.556936885307,107.142182187918,88.3705196896384,162.14709272742,29.8561752812145
CDBN_016_98_209G,-191.467874519078,170.990877744826,-184.686527858299,34.1196423070067,80.4438366072213,-35.9277165807466,-79.013674165234
CDBN_017_CO_64342,-233.490353950815,191.152633372377,-203.754821929493,60.3370668844431,-41.0204357228085,-63.1647248093334,19.5938733952584
CDBN_019_CPC_00153,744.639975996805,17.1367776900089,130.038119081544,50.5962611422933,-23.6176011450906,21.6873610071133,-74.49402676072
CDBN_020_CPC_00247,689.209706320123,9.93323262268106,-18.1671837345609,-26.5904755174802,31.9451168350822,3.62791076396234,-21.0321424055059
CDBN_021_CPC_00250,656.835200324681,0.678281017485121,-15.997041297906,-55.4860995465653,30.2622704732119,3.9922306704236,-56.6420180915112
CDBN_022_Cran34,636.820328275003,-2.16965049914152,3.73765939744437,-20.3231830509406,24.6259563229148,-14.1263115283978,-72.9245371579482
CDBN_023_CU_M90,-170.240915785318,-271.272967986897,-46.0962610437288,-5.69004172285755,69.9647863254695,-144.741707321301,131.886387520249
CDBN_024_Elizabeth,-218.471609247025,297.413540679459,-105.538114582034,82.2278778114227,113.746701580375,26.2959493548302,20.1375775545805
CDBN_025_Flamingo,-135.579795473738,152.948808766026,-91.7102705626662,53.5608239987364,-49.8370309153721,-50.9914940818293,-36.7889551266494
CDBN_026_Frigate,-46.5973963011886,-216.923990778178,-65.493571762908,71.5803599409836,40.3659772923061,-61.9531198297575,-40.8534640619099
CDBN_027_H9659_41_3,715.564144769844,16.3084704937681,-4.27514330237159,-23.5515020050926,39.3307277411534,5.87012816696253,-14.1356750680444
CDBN_028_H9673_87,-239.488515188392,-241.261179225206,218.570139959619,82.9153020893283,-85.8039532050095,18.0688011150513,5.15149368435692
CDBN_030_IS_4905_B,-156.157405806848,-122.684692755748,-148.15223295747,129.903990892044,39.4304213832463,-72.3229570257985,-83.7556254780059
CDBN_031_IS_4907_Ba,699.257121022731,9.28658465084702,-6.96465893162578,-13.1029702296728,37.8813583183046,-6.71644367147439,-35.8592016983987
CDBN_032_IS_4914_B,-225.818753799223,49.122282596528,-138.491167641144,65.8749475464824,51.7035281934775,-160.863309382207,75.2604037241951
CDBN_033_IS_4923_B,-233.312606648452,-261.649081595985,-137.698573381853,109.266486297949,0.839972610664165,115.493035796799,-80.516059104224
CDBN_034_IS_4924_B,-112.054660820586,-248.541784046442,-66.3093497813652,4.54793945388906,15.1449376364455,-30.0589346334718,12.399964435562
CDBN_035_ISB_1145,-197.291495064196,128.596944948221,-208.039579503576,68.0095255699787,-13.0806499630917,-117.663750637605,-2.65689502106359
CDBN_036_ISB_1252,-72.0149024138415,-238.905697939009,-157.695089126485,21.4370881170758,78.396810068212,-65.924675786547,15.8300175119963
CDBN_037_ISB_1256,-173.475443150644,-294.236807307565,-23.8412653411809,83.7512496191762,-17.5983661959926,-59.4879080799098,-29.0262442197765
CDBN_038_ISB_1614,-43.6210621098966,-224.595762782521,-117.489278394792,112.640375631536,-35.6839341625116,-82.9796174039716,29.1004883045693
CDBN_039_ISB_1814,-59.9078971169315,-246.393061468046,-174.196071168649,79.7493513819747,-50.3546642995488,2.88107861239022,7.07152174919324
CDBN_040_ISB_2001,-225.991045811599,266.139171274235,-59.4878070681542,168.839985343657,55.1749100595529,-90.0266602314938,-117.900084822917
CDBN_041_ISB_23,692.876599374531,14.5086516029597,9.33787541978447,-4.84305927065398,32.2045879595442,4.8979470556828,-43.2956092193716
CDBN_042_ISB_254_1,-10.8915329173186,-188.315232724484,-106.58496081013,23.7826189225306,40.3109387534911,-115.336516003673,54.4208141782986
CDBN_043_ISB_254_4,-204.159282717228,-275.0543235374,193.883395158871,143.962911811163,-162.887750718086,-33.5863831878865,79.3753102144931
CDBN_044_ISB_2598,-67.5611984505748,-203.121833506124,-58.5650152776979,101.594454894534,19.1139954631418,-106.350453749407,-14.0632923530615
CDBN_045_ISB_486,-98.4613826676573,-261.872853910902,-159.169306161478,100.617092341416,-20.165108822598,-30.4269504773029,50.8317828830854
CDBN_046_ISB_5172,-142.031341119026,-52.3725635096234,-55.4194726363439,53.1736997997805,108.066328378132,-170.057543681782,52.7305832152709
CDBN_047_ISB_565,-191.196901011906,-267.789130302223,-106.985015535205,54.8571674357723,19.2119959083757,-50.7150757446696,80.9657348725785
CDBN_048_ISB_5893,-309.958637699141,176.818721625716,132.447306272176,149.382310722336,-121.485178263337,-15.8381712490277,35.1860984131743
CDBN_049_UNS_117,-216.847827255467,211.288336396473,-60.6984711962599,177.164045940012,-55.3294692344477,-29.4197592179233,15.1895530911907
CDBN_050_Aurora,-244.114599389322,-267.151597429605,2.42702529043479,141.423972955929,-51.5305875056298,-108.058430500239,-91.1445601621833
CDBN_051_AC_Calmont,616.320048903045,-1.40784827720602,-11.2376867853112,92.9634372671872,-177.434510137268,-25.4308970254469,109.892612780754
CDBN_052_Canario,521.623729113928,1.74525698706801,-1.37685051351387,-98.4190427775273,-1.00412567270932,32.4202293477743,-13.387335756476
CDBN_052_Canario707,736.021354990334,4.25715108183669,43.7764511577296,10.7217562406436,6.48507361280856,-14.8788411801132,-92.633245408759
CDBN_053_UI320,-255.851759931041,69.4413646854829,113.377406171728,174.120527419699,-65.4203033197725,321.361174882024,69.4465366549751
CDBN_054_23ST_27,-228.337649620806,187.930936798876,47.0160415679603,146.03675547104,169.445286498316,-36.8775447411876,138.739485615731
CDBN_055_IP09_3,-316.345939391995,203.377541746448,-24.4810474422429,149.300684955829,-85.3347266215235,-79.5493489654973,37.6653199817683
CDBN_056_Jet_Black,-233.645420284529,-291.082627918967,74.2463060456043,122.355268150785,-39.1949314839736,-136.232927087304,8.26266493222608
CDBN_057_Linden,779.670625052554,61.1480774436462,79.1174886143321,58.2085830089987,-11.1100241334222,-31.8714832472385,-8.43698196290474
CDBN_058_Rio_Rojo,-128.037138190722,63.9327590498688,105.922879290639,-68.5077359790835,110.786884604425,-49.4204450880629,97.7155892744841
CDBN_059_SF103_8,-158.638005710988,96.5547113356956,54.419915775805,91.9181649822587,243.296516464984,-136.541589901324,-79.4813302094141
CDBN_060_Talon,682.14166929536,9.98386420073874,10.1816776789567,114.937490287709,-236.143677570005,-25.2044632133641,136.049375472552
CDBN_061_Yeti,688.178711809854,-33.9589866564503,70.4881796886386,106.236703216717,-261.427899606297,32.5770835961456,78.6808630963217
CDBN_062_Fathom,-90.2224975658567,-234.678510120216,-149.66105290817,11.1750790726887,75.8734576933083,52.283177239657,4.44672240784969
CDBN_063_OAC_Inferno,674.040798357785,32.3626217618927,98.986603177278,26.9591851339539,-6.88366396422369,50.8465816440642,14.1966506938171
CDBN_064_Rexeter,-199.199149255867,-378.884258655148,-58.6742211382421,59.8566454697811,62.9891764819287,14.9074418111597,3.47807928158127
CDBN_065_UI465,-181.04979135506,-4.96538185173376,-139.575114753239,122.095030040717,36.9066952550681,257.843835776664,55.3253742570278
CDBN_066_Bellagio,600.515947307453,10.1601608049202,0.769068027456887,9.45436606122786,29.4252294932191,-22.4222879869203,-52.9500341708745
CDBN_067_ElDorado,-84.436651498065,54.0029166120665,30.851170070945,25.3790596149033,300.038881978543,47.5323498525551,6.18446678496499
CDBN_068_Gypsy_Rose,-206.370102811583,86.3658716850259,32.5009468123642,115.106596403483,45.5170646606108,-15.6126129410211,103.716904531526
CDBN_069_Powderhorn,-179.141674298368,102.533652196782,194.017884374599,-156.483032535858,211.576958910506,-123.601414019567,-22.0387495129292
CDBN_070_R12859,-252.161686536192,151.029988698468,181.946020503399,99.9257183585432,-73.2617091863284,36.431167819949,101.132042879227
CDBN_071_Snowdon,723.481493430305,15.6113013255239,28.6188774907201,8.61399559772657,12.7602632238313,2.57812723889208,-47.6800818552472
CDBN_072_ISB_672,-89.934159582075,-253.259567576258,-161.415335417382,101.271181923392,-32.3968164803361,-99.5809127126917,67.3743877708824
CDBN_073_ISB_721,-57.779778456467,-227.994780512088,-174.817777907987,87.0062036978399,-12.1101845582269,-81.2630706612527,55.4971256538013
CDBN_074_ISB_782,-33.4089952310277,-209.331811685475,-121.768634558986,117.396622953259,-15.1437661807896,-99.0986009349188,18.6172716345669
CDBN_075_ISB_782_1,44.7972933145733,-177.825201844808,-124.60434526144,65.9639206072768,-41.8771589603996,-46.2204697869763,65.1965952518429
CDBN_076_LB_4813_B,-212.930711902075,-151.82834591091,-199.058018962005,80.7851946126329,38.1471929915685,81.191256451831,-64.5941562184827
CDBN_077_LB_4815_B,-124.246911881313,-71.531282741918,-71.7632877092637,63.12458189287,-2.69550372566208,-120.93671805816,5.97847007739133
CDBN_078_Mogul,592.400204234921,15.732254101522,8.09219800968077,134.275940351019,-210.8690680783,-25.6564557333355,140.717270804325
CDBN_079_Nichols,634.342727695923,4.32546088654124,-14.33588233119,-29.4207942218304,37.3184794267373,-1.81371303244294,-19.3618045268438
CDBN_080_Panther,-197.554645228474,-289.157622768584,-95.5531290067271,99.5279770069418,15.6406833324517,49.460022632142,-39.6582344268146
CDBN_081_Sprint,-69.9759415573918,-207.820136144852,-139.943803001618,58.5638209326994,89.5876737480011,120.856773669855,-115.941729337924
CDBN_082_UIP7_24P_1P,-102.952563201692,102.054468959907,-85.4205500502827,42.9995319726497,179.274292640534,-30.4048591625899,114.333029195014
CDBN_083_USPT_11_9,-253.890548302988,193.957563783148,133.541982152348,22.1890297312554,176.073398212725,107.588698340083,189.434501233937
CDBN_084_USPT_7_3,-94.6721421091228,63.8386032971532,-159.586776992195,119.844826672508,10.1106873890499,41.7986134871231,114.321097156406
CDBN_085_USPT_9_18,-197.969959851808,186.108597204389,289.28853738725,57.5442690611494,194.065881600327,-3.31685122705886,-0.452364169999404
CDBN_086_USWA_11,-186.953388189504,132.099048017307,-183.253138637105,85.1274272578708,-43.7247771826598,-92.2318122596267,-58.7246369526922
CDBN_087_USWA_70,670.860982794349,36.0944212034663,3.5433131800291,2.81944382706775,24.6369547347455,-26.6208338307754,10.029730771825
CDBN_088_USWA_75,675.86431907445,38.6938390894807,-21.2680448675945,-19.8156249626736,31.7100131240537,-15.5943188350594,26.0431849477238
CDBN_089_Claret,-154.780621759023,75.5403976240321,52.388404173114,110.742043567198,219.324373379662,-155.368447527118,-75.7553517574609
CDBN_090_Redkloud,622.597904609659,55.3275695434634,11.0859896720842,30.0740045903888,4.35148609086857,-14.8171708715154,45.7300063454985
CDBN_091_1062_V98,746.112737309224,47.0750407237546,34.2833478388395,48.3297063164882,-27.8121286092134,-53.3856493922455,-21.4896114184886
CDBN_092_1132_V96,535.853105866969,-28.3456744241615,-62.5701113794082,-71.111327799258,-126.853826695723,39.6324615809509,87.5103306215003
CDBN_093_Isles,669.622153153624,-34.1308453532206,-24.0202227398056,80.181396897365,-180.29898701714,-18.3970820573396,74.4118085111809
CDBN_094_UCD_9830,675.695440590118,49.3837347440189,138.692846207453,72.6101615760646,-23.8871586533547,31.9412836450887,-10.0703760038476
CDBN_095_Othello,-182.399438902922,119.855014867889,198.009833600715,136.063673799478,-20.6770273373759,-37.2426509142438,96.7519483473627
CDBN_096_Hungerford,-173.912322812139,99.5233269781952,-110.894686188681,126.170296304258,-13.538028627476,-109.483406347888,-61.0852742510902
CDBN_097_Gryphon,-200.667865347425,-371.486884810356,-101.550061699171,43.9041315129225,64.9596259304054,35.2023940152749,-4.36121202200241
CDBN_098_OAC_Thunder,-85.9950146898758,-308.775328116039,-138.459570777266,26.0015248499039,94.7209689931982,9.77456704512747,-0.671494198063043
CDBN_099_4533,-242.857629349409,246.583320222171,99.1554500802405,140.777835548295,-177.360371189702,2.78782553212403,-42.0663667436039
CDBN_100_6123,-126.947337756301,-24.4466644757615,-196.149619487362,65.1596026138192,30.0495669669035,92.3887606786388,-28.8917095278121
CDBN_101_79146,-300.174380656657,257.560453482751,31.4813560031699,98.4162617697187,-186.203063787547,25.7506613448962,-0.0839513897873476
CDBN_102_83B16,-39.3253490170408,-177.326497567363,-102.339723307683,27.701255591789,47.8367224132211,-51.3373658334161,-41.8040141081782
CDBN_103_CO_12601,-140.561596996263,-3.89902829419674,-128.353443079507,132.545016463379,4.90429227806585,-110.655177994657,-10.7646730797739
CDBN_104_D76125,-228.575739933107,-270.448864496507,-106.556109059701,161.572858289538,-17.3151009026997,145.01921763309,-137.15304778525
CDBN_105_D77135B,-87.5058978701309,100.34026241862,-165.83646628126,66.0226478605719,117.502368632121,54.4774111683653,-39.3402321267295
CDBN_106_D77196,-139.316220097034,-173.846227381053,-176.519804133202,66.5125133492394,40.377403071891,124.727695052093,-33.8315136400966
CDBN_107_D79054,-171.810727279961,-237.174456428849,-114.839021508139,116.462993955382,2.19112028741026,168.877026601862,-110.722648868928
CDBN_108_GH760,-156.153378788465,123.546786514466,-171.649750964694,89.0689460475626,6.48498160430573,-75.8203438484716,-42.4956540887392
CDBN_109_ISB_1,-28.0842662072269,-150.322598223411,122.640595424504,55.6273633418019,83.5058426410955,214.039636023254,-203.364908029826
CDBN_110_ISB_459,-129.489175948261,144.207748855329,-172.746357153545,109.609329426575,-15.3978024172603,-110.343104531463,-43.9500634179048
CDBN_111_ISB_730,-14.8697022324512,-90.782069766075,-141.415633145133,83.2206619818947,-46.8872105299368,23.7223391179428,-19.2826734186836
CDBN_112_MRK44,665.592391419851,46.1627667245395,-20.9511926551949,-14.3733470039507,31.2822259213512,-12.4312973947771,24.803037311472
CDBN_113_N81017,-96.0866615291107,-240.020315452557,-52.1035961796535,87.6041936067169,60.13253772921,-19.8587118854703,-22.5580824979392
CDBN_114_UI60,-145.620601010681,147.804813087807,105.868621199055,100.837444839058,-112.540972319734,50.2968793293096,-58.7806122648443
CDBN_115_AC_Skipper,-126.150910620276,-264.000257658127,-173.765545909489,88.0187847778299,28.301694572301,127.706219843273,-76.2264194056158
CDBN_116_AC_Trident,-204.924047721135,-255.789739976035,54.348852070904,103.640352673671,-2.35579608916312,-112.968036927346,1.27973379819013
CDBN_117_Agate,-110.256810227762,106.369891280936,-200.163360697503,84.2057836100193,101.033572671298,80.8942937410618,79.9435187641837
CDBN_118_Amber,-165.447916980476,143.767353610032,-216.347124580325,57.6665198892802,33.0754850140432,-61.8559151862829,35.4325104325367
CDBN_120_CO_33142,-135.703574827795,221.963156495434,-141.516338053343,79.2691620301793,136.276453161518,4.69028371488753,12.0911433946521
CDBN_121_Comet,344.582438792101,-32.4314189273393,-91.1458415993049,104.580211233528,-160.274073881189,-3.73068718339727,101.169082421932
CDBN_122_Ebony,-56.8936424731982,-198.504075033939,-51.2542484338101,-0.222638716827727,67.6927490079578,-93.1001428450267,21.0792545462782
CDBN_123_Fiero,593.331664259018,-5.75595189357478,-95.1755317563429,25.6594412992278,-130.744735744097,-23.5202459096415,142.848748523156
CDBN_124_Fleetside,-143.803383163248,-138.684982794606,-152.784799495782,85.9842215190758,99.2766970976486,68.1622448667766,-142.501595312843
CDBN_125_H9659_21_1,628.292033920694,8.79040271722545,-39.0117306379348,-40.5807555853273,52.1319687442712,-9.93911225934328,4.58952920344065
CDBN_126_H9659_23_1,600.785743372262,2.21231147455152,-14.982108045199,-24.8401211326238,47.1331169172389,-10.4297850435526,-28.6408206666876
CDBN_127_H9659_37_2,751.93027072169,15.163144728268,6.42734764519237,-12.6647020346345,23.9139516739771,6.47688961797709,-19.8077172718347
CDBN_128_L94C356,-287.517987963873,118.93862670951,9.26904520101013,-0.768380461528515,-227.365806393188,-20.6023459126277,-100.348448407504
CDBN_129_L95F025,-282.658977431676,-270.421797200124,233.74467048624,94.8419302597595,-53.9081300185724,-56.0660042082612,118.626518715253
CDBN_130_Monument,-18.9132564093432,-150.207635345454,-117.596447053792,36.0936313376908,44.4644459408859,-44.768216698636,-51.1124548825284
CDBN_131_Opal,-4.14071940096754,-162.243248502758,-174.468498931951,26.7837377929769,62.2290353729571,107.498562332962,-56.9169647827894
CDBN_132_Pulsar,13.9636640522207,-97.1626611806552,13.3021198366396,46.480821982319,-1.29533689012302,109.849881179644,-94.1281505559869
CDBN_133_RS101,-299.957180241008,124.664560637014,184.680347717721,121.777694979904,-65.0235982787978,22.8605860617982,124.536961925378
CDBN_134_Shetland,-38.1928262246835,-175.470466049304,-122.097278529728,9.11268271308235,153.844687160923,51.8271522984254,-86.5534962696303
CDBN_135_Spinel,-166.754138727254,197.397388627384,39.7692420610291,162.604732610001,115.377453235504,210.993070723812,-43.0539421721793
CDBN_136_UI137,46.9722896070895,-85.012788054938,-165.772737266233,5.3866546371371,92.0505421019462,-14.4866135087095,-21.7680772542529
CDBN_137_UI36,-263.923965394217,233.532037207288,73.6109384460256,157.45853033188,-167.911144997681,19.7815508980179,-45.9050528690047
CDBN_138_USBK_CBB_5,-192.533972047178,-228.071348087208,-42.44618901761,98.1522555373978,-15.0323896750592,-52.9759794781476,-2.07392485897393
CDBN_139_USPK_7_4,-150.624303166842,204.984084918514,-11.137307471193,-123.142858085933,51.4465975214444,35.9814794069151,5.15562599727178
CDBN_141_USPT_8_15,-167.704311845842,211.297955601804,-140.941138000787,40.6640374543312,129.967338291411,31.4008384416742,32.5433610164556
CDBN_142_USPT_8_6,-80.1006519642789,47.7489029034876,-153.796440140357,57.640496763435,65.3699114114706,40.8411939457415,99.9956963040537
CDBN_143_USPT_9_6,-29.0732255764437,46.9217406082066,-95.5042139998785,-1.15957213515789,195.536651974532,-18.0435369053023,77.1976245605357
CDBN_144_USWA_20,-85.0985144744773,77.4910330717426,-137.951426999756,6.66862482838669,65.6307277839572,-81.1298399353006,74.807808766299
CDBN_145_C_20,-60.9532533757183,-191.532016178668,178.781829701706,-77.4701719068343,-45.7707940052906,-39.5115804100133,-58.8687786652181
CDBN_146_Fleetwood,-199.034897552726,-79.8430521774877,-90.7954619829954,-168.127844884468,99.1607042452167,204.130578279247,-150.754462462158
CDBN_147_USWA_50,-205.393450166655,-246.956268588845,-180.399965315156,99.4268777419553,10.5023724057876,124.803623013855,-68.2583034757454
CDBN_148_Valley,-272.541332768773,200.842777936351,-186.73021117375,90.4634304378981,-40.686119524419,-115.873754356993,12.9191060621135
CDBN_149_WYO166,-170.718412707644,172.667824123699,-124.520577874148,108.209682566991,-22.9766357434621,-62.1796728044312,-26.1755731641738
CDBN_150_WYO167,-288.750850190223,223.818477823251,-198.90772396333,75.7507007797086,-62.1962564843391,-59.469405964683,38.2405635116092
CDBN_151_Zircon,-119.769476014578,-108.033828384815,-180.036692626536,71.3957845110783,66.0885019468874,-14.6923439759375,-57.6742878754761
CDBN_152_Isabella,740.667006193325,11.7832747023524,-3.24221640136075,-13.873330136093,29.5407581910135,-6.8194129509996,-31.7987369063513
CDBN_153_Sacramento,628.607517936554,9.70669659509384,2.70750659181548,-80.0624351113236,26.6518814644794,29.882185646123,-24.1478280730458
CDBN_154_AC_Elk,683.036635117013,61.3570961398722,13.0336763185171,-75.0265672233554,6.47076924001716,22.2628756125266,31.3596344198028
CDBN_155_Alpine,-207.559902643137,-15.2354221811904,45.4443463029256,84.7513543232907,75.1424024093087,-201.840162596593,74.5903333959383
CDBN_156_K42,688.47313576527,13.1798328241649,-18.9679066872626,-88.8414640285415,28.0186020852202,30.4387920958677,-9.26102661779614
CDBN_157_Lisa,695.687115329021,11.175006927353,-7.03674527666602,-11.234495432137,33.4123493371151,-5.54398139411107,-36.6177177533752
CDBN_158_SilverCloud,758.357513357765,51.6520323186606,3.37984667083175,3.12545724556227,19.0485422406963,-27.2796674314736,25.0332420461098
CDBN_159_Beluga,708.01187944306,10.6457988630549,-7.00058496066695,-21.7238321142518,39.6588085966592,1.64828116665702,-24.4765640061573
CDBN_160_NY_105,683.02254204412,19.4481338863916,20.6086635497016,-62.988534361924,12.2769178918766,20.6452847277927,-25.6081476361381
CDBN_161_Rosie,661.031514273822,21.1967421056832,31.0214406283814,31.4657806889315,18.6594339463657,2.48951558818872,-25.7631884050456
CDBN_162_RoyalRed,758.113947115971,19.8494542549466,34.169154152417,21.7392666271169,11.9264253275006,-0.387913972962318,-53.4548769225071
CDBN_163_Capri,679.262000477705,3.27982361888829,-18.0226462690702,-15.6521605689617,24.6128167933815,-16.0716694725844,-64.7463168128887
CDBN_164_Hooter,546.331573522057,-10.387648412025,-19.9879875382772,-17.4558971699757,31.0680204486095,-11.1717523239559,-61.71485348242
CDBN_165_Redhawk,620.347518595894,-2.96989842152185,-85.3414497061979,20.4849188235901,-140.394093865238,-13.6492375088353,147.199316815555
CDBN_166_RedKanner,483.340171749787,3.66617306077797,-99.2641762219114,77.6905823860277,-129.60740190035,-26.4668718914415,125.422409699799
CDBN_167_UCD_0801,744.307633563797,2.87674203537664,-2.24555773063545,-16.0908140259643,17.1314850422206,-22.1738898168787,-66.1728411643238
CDBN_168_Blush,733.985416712176,14.1853381369567,18.8477061698376,8.83022478405889,25.1133358316451,-8.70679135656385,-46.0657952614092
CDBN_169_Hyden,-222.398792557505,-127.473691389747,96.0817068638615,-55.2549844289491,-166.707692224665,-12.2202664028276,-123.66750898301
CDBN_170_Cardinal,653.82505331371,4.98350097123754,-2.79651907931885,-77.3205908179319,17.2040047979011,6.38766029344807,-58.1922452675758
CDBN_171_CELRK,752.357762785964,26.5145792784503,130.049212318673,56.5224209098121,-23.2606126428242,48.2216710948979,-33.8728334255918
CDBN_172_Majesty,551.809018550413,9.04416848388433,-14.0485096395713,-99.2294170750801,44.6665359367359,39.1874469702402,-9.00485323746784
CDBN_173_ND060197,-70.1934397990959,131.894810303457,-12.8327280377121,-157.563228207523,147.458133509569,17.3685744012231,59.1480545273803
CDBN_174_ND307,-189.216562963436,115.472779195681,232.366026084168,-21.2907497872174,-3.98040774588477,-12.481249945612,81.9368006113043
CDBN_175_OAC_Seaforth,-207.836854325234,-254.456321935427,-93.305250439071,-145.562329121923,-41.9436954674782,269.818396013738,-90.320101251446
CDBN_176_Sapphire,-150.051663753452,176.508056675092,-95.0208139979564,-176.389640466006,12.5338166493433,-3.81429308095493,-55.1446658649433
CDBN_177_Topaz,-259.242106376076,289.409852795546,80.7213239012003,21.0194201941469,-132.227638541409,68.0898242417425,-6.13345997045018
